Рег. №,Статус,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Председател,Секретар,E-mail,Телефон,Факс,линк,Връзка към сайт библиотеки,Информационна карта,Информационна карта 2016,Информационна карта 2017,Информационна карта 2018,Информационна карта 2019,Информационна карта 2020,Информационна карта 2021,Информационна карта 2022
2981,Действащо,Григор Петков-1945,СОФИЯ,ЕТРОПОЛЕ,СЕЛО БОЙКОВЕЦ,п.к. 2181,000761614,Нина Петрова Иванова,-,boikovets_petkov1945@abv.bg,0720/62291,-,https://chitalishta.com/index.php?act=community&do=detail&id=2662&reg_num=2981,http://bibliobg.com/index.php?act=community&do=detail&hash=80613a6d7392b715ca9ed4058a955ea441b259c2,,https://chitalishta.com/index.php?act=community&do=detail1&id=36254,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=80661,https://chitalishta.com/index.php?act=community&do=detail1&id=97052,
2982,Действащо,Пеньо Пенев 1985,КЪРДЖАЛИ,КИРКОВО,СЕЛО КЪРЧОВСКО,п.к.6873,108079837,Ажда Руфи Ибрахим,Педрие Халибрям Осман,chitalishte_p.penev@abv.bg,03675/420 - кметство,-,https://chitalishta.com/index.php?act=community&do=detail&id=2663&reg_num=2982,http://bibliobg.com/index.php?act=community&do=detail&hash=4d67434f3cba9f578d0808c1cadcccc290111ae8,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54384,https://chitalishta.com/index.php?act=community&do=detail1&id=69400,https://chitalishta.com/index.php?act=community&do=detail1&id=81507,https://chitalishta.com/index.php?act=community&do=detail1&id=92781,
2983,Действащо,Наука,ГАБРОВО,ГАБРОВО,СЕЛО БОЖЕНЦИТЕ,п.к.5349,107048582,Радка Абаджиева,Гавраил Вичев,,"06719 367 , 314;0888 508 709",,https://chitalishta.com/index.php?act=community&do=detail&id=3143&reg_num=2983,http://bibliobg.com/index.php?act=community&do=detail&hash=e426dc719b5be08c5b1a8d655c04749d7ec67a25,,,,,,,,
2984,Действащо,Пробуда,СОФИЯ,СВОГЕ,СЕЛО ОГОЯ,,,Борис Стоилов Гешев,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=2664&reg_num=2984,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2985,Действащо,Пробуда -1948 г.,КЪРДЖАЛИ,КИРКОВО,СЕЛО ФОТИНОВО,"п.к. 6873,",108058348,Селчук Сунай Сали,Севдие Шюкрю Хасан,probuda_1948@abv.bg,03675/60-37 ;0886422539,-,https://chitalishta.com/index.php?act=community&do=detail&id=2665&reg_num=2985,http://bibliobg.com/index.php?act=community&do=detail&hash=34ecd15778bddf9f7d6fee30720c1397af19b1f9,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54096,https://chitalishta.com/index.php?act=community&do=detail1&id=69424,https://chitalishta.com/index.php?act=community&do=detail1&id=80688,https://chitalishta.com/index.php?act=community&do=detail1&id=97391,
2986,Действащо,Васил Левски -2003,ХАСКОВО,ДИМИТРОВГРАД,ГРАД ДИМИТРОВГРАД,"Цар Борис І 4-Б-1А,  п..к. 6400",126625799,Здравко Димитров Нейчев,Деница Тошева Вълчева,ncvlevski@mail.bg,0898268037,-,https://chitalishta.com/index.php?act=community&do=detail&id=2666&reg_num=2986,http://bibliobg.com/index.php?act=community&do=detail&hash=b6ae3c90838838aecfcb3c29dc7e0038c7d7b16f,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53593,https://chitalishta.com/index.php?act=community&do=detail1&id=68859,https://chitalishta.com/index.php?act=community&do=detail1&id=85548,https://chitalishta.com/index.php?act=community&do=detail1&id=98180,
2987,Действащо,Просвета-1922,ГАБРОВО,ГАБРОВО,СЕЛО МЕЖДЕНИ,п.к. 5343                     Забележка:/ адресът е в село Мичковци/,107042095,Иван Митев Пенчев,,prosveta-1922@abv.bg,0897951961,-,https://chitalishta.com/index.php?act=community&do=detail&id=3144&reg_num=2987,http://bibliobg.com/index.php?act=community&do=detail&hash=fc092c0861fb19e254bb5bde21da916421abed8a,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60174,https://chitalishta.com/index.php?act=community&do=detail1&id=75049,https://chitalishta.com/index.php?act=community&do=detail1&id=87184,,
2988,Действащо,Балкански извори-2002,ВЕЛИКО ТЪРНОВО,ЗЛАТАРИЦА,СЕЛО КАЛАЙДЖИИ,"Пета 2, п.к. 5096",104605275,Бисер Алдинов Чинов,Николинка Асенова Кънлова,chitalishte_kalaidjii@mail.bg,061536292; 0889425035,-,https://chitalishta.com/index.php?act=community&do=detail&id=2667&reg_num=2988,http://bibliobg.com/index.php?act=community&do=detail&hash=e64a605eeeb1e656f8d934a6241b1d987506691b,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63969,https://chitalishta.com/index.php?act=community&do=detail1&id=87942,https://chitalishta.com/index.php?act=community&do=detail1&id=101709,
2989,Действащо,Искра,КЪРДЖАЛИ,КИРКОВО,СЕЛО СТАРОВО,"с. Старово, п.к.6877",,-,-,,03674/362 - кметство,,https://chitalishta.com/index.php?act=community&do=detail&id=2668&reg_num=2989,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2990,Действащо,Христо Ботев -1941 г.,ЛОВЕЧ,ТЕТЕВЕН,СЕЛО ВАСИЛЬОВО,"Георги Димитров 167, п.к.5723",000283107,Тончо Петров Николов,Петранка Цацова Недялкова,chitalishte_vasiliovo@abv.bg,0898692923; 0895833681,-,https://chitalishta.com/index.php?act=community&do=detail&id=2669&reg_num=2990,http://bibliobg.com/index.php?act=community&do=detail&hash=13aca4c1465fc8c488c3678d456dd29678cdad2c,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=49495,,https://chitalishta.com/index.php?act=community&do=detail1&id=88012,https://chitalishta.com/index.php?act=community&do=detail1&id=101745,
2991,Действащо,Наука -1900,ВЕЛИКО ТЪРНОВО,ЕЛЕНА,СЕЛО МАРЯН,п.к. 5084,000124350,Милена Цветкова Илиева,Георги Дюлгеров,chitalishte.nauka@abv.bg,0887214178,-,https://chitalishta.com/index.php?act=community&do=detail&id=2670&reg_num=2991,http://bibliobg.com/index.php?act=community&do=detail&hash=9c34e902331428cb178f70563f9072bb1fcc7612,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58482,https://chitalishta.com/index.php?act=community&do=detail1&id=72847,https://chitalishta.com/index.php?act=community&do=detail1&id=86907,https://chitalishta.com/index.php?act=community&do=detail1&id=101192,https://chitalishta.com/index.php?act=community&do=detail1&id=109033
2992,Действащо,Кирил и Методий-1956,ШУМЕН,ХИТРИНО,СЕЛО ЧЕРНА,"Искър 34, п.к.9773",000923913,Фатме Али Мехмед,Бедрие Сали Хамди,bedriesali1@abv.bg,0899851265,-,https://chitalishta.com/index.php?act=community&do=detail&id=2671&reg_num=2992,http://bibliobg.com/index.php?act=community&do=detail&hash=675765ccff2b480995595e8db1eec252912c1980,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58697,https://chitalishta.com/index.php?act=community&do=detail1&id=72342,https://chitalishta.com/index.php?act=community&do=detail1&id=85413,https://chitalishta.com/index.php?act=community&do=detail1&id=99505,
2993,Действащо,Пробуда 1,СТАРА ЗАГОРА,ОПАН,СЕЛО СТОЛЕТОВО,п.к.6054,123646910,Димка Колева Ангелова,-,dkngelova@abv.bg,0898469608,-,https://chitalishta.com/index.php?act=community&do=detail&id=2672&reg_num=2993,http://bibliobg.com/index.php?act=community&do=detail&hash=74cb63b44b6436ed127981ac7a0e7ae5374f0529,,,,,,,,
2994,Действащо,Братя Миладинови-1936,БЛАГОЕВГРАД,СТРУМЯНИ,СЕЛО МИКРЕВО,Берово 8;  п.к. 2826,000014740,Величка Иванова Чиликова,Мирослава Костадинова,br.miladinovi_mik@abv.bg,0885585406,-,https://chitalishta.com/index.php?act=community&do=detail&id=2673&reg_num=2994,http://bibliobg.com/index.php?act=community&do=detail&hash=c0d5b46549d28306057f435d7f3bd2cb09e475ef,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=64948,https://chitalishta.com/index.php?act=community&do=detail1&id=83205,https://chitalishta.com/index.php?act=community&do=detail1&id=94060,https://chitalishta.com/index.php?act=community&do=detail1&id=105675
2995,Действащо,Умение-2003,ЯМБОЛ,ЯМБОЛ,ГРАД ЯМБОЛ,"к-с Златен рог 2, ет.2 П.К.8600",128566261,Петьо Пенчев Анастасов,Мариана Кирилова Ангелова,umenie2003@gmail.com,0888270627; 0884832018,-,https://chitalishta.com/index.php?act=community&do=detail&id=2674&reg_num=2995,http://bibliobg.com/index.php?act=community&do=detail&hash=6a537bb775d0f4efbcef50bd7fc61696a90b34b2,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54073,https://chitalishta.com/index.php?act=community&do=detail1&id=74179,https://chitalishta.com/index.php?act=community&do=detail1&id=87560,https://chitalishta.com/index.php?act=community&do=detail1&id=101858,
2996,Действащо,Знаме на мира,СОФИЯ-ГРАД,СТОЛИЧНА,ГРАД СОФИЯ,район Триадица,,Спас Яне Панчев,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=3145&reg_num=2996,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2997,Действащо,Светлина,СЛИВЕН,СЛИВЕН,ГРАД СЛИВЕН,ул. Бършен № 61 - А,,Димитър Атанасов Димитров,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=2675&reg_num=2997,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2998,Действащо,Просвета -1901,ДОБРИЧ,БАЛЧИК,СЕЛО ОБРОЧИЩЕ,"Малина 6, п.к.9630",000844280,Доретея Борисова Петкова,Иванка Николова Стефанова,chitalishte_obr@abv.bg,0579 67199; 0885396292,-,https://chitalishta.com/index.php?act=community&do=detail&id=2676&reg_num=2998,http://bibliobg.com/index.php?act=community&do=detail&hash=e29fe29aa7f97a4027ac271a44d2fc7981fa6186,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=50989,https://chitalishta.com/index.php?act=community&do=detail1&id=67581,https://chitalishta.com/index.php?act=community&do=detail1&id=85160,https://chitalishta.com/index.php?act=community&do=detail1&id=90850,https://chitalishta.com/index.php?act=community&do=detail1&id=108526
2999,Действащо,Пробуда-1936 г.,МОНТАНА,ЧИПРОВЦИ,СЕЛО РАВНА,п.к.3473,000312936,Бистра Кръстева Иванова,Марианка Василева Петкова – Илиева,ch_ravna@abv.bg,"0877155513, 0879275710",,https://chitalishta.com/index.php?act=community&do=detail&id=2677&reg_num=2999,http://bibliobg.com/index.php?act=community&do=detail&hash=fa46d804f06dc4bb488dc4507cd61b052d8ee601,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=75629,https://chitalishta.com/index.php?act=community&do=detail1&id=81301,https://chitalishta.com/index.php?act=community&do=detail1&id=101359,
3000,Действащо,Надежда - 1942,ВЕЛИКО ТЪРНОВО,ЕЛЕНА,СЕЛО БАДЕВЦИ,п.к.5093,000124934,Цеца Ганчева Станчева,-,nadejda1942_badevci@mail.bg,0884074174; 0899865201,-,https://chitalishta.com/index.php?act=community&do=detail&id=2678&reg_num=3000,http://bibliobg.com/index.php?act=community&do=detail&hash=e112e847240d45fee43b5008786704ef5abcc724,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=54382,https://chitalishta.com/index.php?act=community&do=detail1&id=69483,https://chitalishta.com/index.php?act=community&do=detail1&id=83959,https://chitalishta.com/index.php?act=community&do=detail1&id=100078,https://chitalishta.com/index.php?act=community&do=detail1&id=108492
3001,Действащо,Саморазвитие-1928 година,СТАРА ЗАГОРА,ОПАН,СЕЛО КРАВИНО,п.к.6076,000805651,Васил Недялков Динев,Лидия Илиева Петкова,kravino1928@abv.bg,0410 2262; 0877511894,-,https://chitalishta.com/index.php?act=community&do=detail&id=2679&reg_num=3001,http://bibliobg.com/index.php?act=community&do=detail&hash=6c1e0ddd7157a42089c0aba41a0a91b3d39f43a6,,https://chitalishta.com/index.php?act=community&do=detail1&id=31029,,,https://chitalishta.com/index.php?act=community&do=detail1&id=73271,https://chitalishta.com/index.php?act=community&do=detail1&id=83308,https://chitalishta.com/index.php?act=community&do=detail1&id=98091,https://chitalishta.com/index.php?act=community&do=detail1&id=107093
3002,Действащо,Съгласие - 1873,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО РУСАЛЯ,п.к.5057,104624919,Сашко Трифонов Начев,Петко Стефанова Караиванов,na4ev_s@abv.bg,061103/218; 0887632973,-,https://chitalishta.com/index.php?act=community&do=detail&id=2680&reg_num=3002,http://bibliobg.com/index.php?act=community&do=detail&hash=d249483445037a47e732dd89e90390152e9c3629,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60424,https://chitalishta.com/index.php?act=community&do=detail1&id=74797,https://chitalishta.com/index.php?act=community&do=detail1&id=81508,https://chitalishta.com/index.php?act=community&do=detail1&id=101923,
3003,Действащо,Съзнание-1926,ВРАЦА,ВРАЦА,СЕЛО ДЕВЕНЕ,п.к.3065,106573207,Гита Валентинова Иванова,Димитринка Давидова Георгиева,dimi_devene@abv.bg,0884/257121; 0878/566843,-,https://chitalishta.com/index.php?act=community&do=detail&id=2681&reg_num=3003,http://bibliobg.com/index.php?act=community&do=detail&hash=ec42bf7094c3f2f90da0e5d2671deb1e4d137855,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=50711,https://chitalishta.com/index.php?act=community&do=detail1&id=68682,https://chitalishta.com/index.php?act=community&do=detail1&id=81841,https://chitalishta.com/index.php?act=community&do=detail1&id=97125,
3004,Действащо,Отец Паисий -1926,ВРАЦА,ВРАЦА,СЕЛО КОСТAЛЕВО,п.к.3047,106565947,Анелия Петрова Цветкова,Николай Ценов Вълчев,narodnochitalishte_kostalevo@abv.bg,0898501103; 0885772381,-,https://chitalishta.com/index.php?act=community&do=detail&id=3146&reg_num=3004,http://bibliobg.com/index.php?act=community&do=detail&hash=fc1ad0991e9f929e34b4e29698054e35862c10da,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57286,https://chitalishta.com/index.php?act=community&do=detail1&id=74844,,https://chitalishta.com/index.php?act=community&do=detail1&id=92138,
3005,Действащо,Огнище-1930,ВРАЦА,ВРАЦА,СЕЛО ЧЕЛОПЕК,Христо Ботев 1 п.к. 3043,000184098,Татяна Иванова Василева,Пенка Христофорова Николова,ognishte.1930@abv.bg,0879548874; 0879842361,-,https://chitalishta.com/index.php?act=community&do=detail&id=2682&reg_num=3005,http://bibliobg.com/index.php?act=community&do=detail&hash=59252a18346304b38554fefb09f64665c804a4ba,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=67833,https://chitalishta.com/index.php?act=community&do=detail1&id=87647,https://chitalishta.com/index.php?act=community&do=detail1&id=100172,
